course_id,streng_weak_improv
97856,"I think the intentions of the course were well, and the professors made themselves available to students by way of office hours. However, pedagogically, I think there are a few areas of improvement. Firstly, it would be helpful to provide students with psets (instead of the Achieve practice problems) to work on throughout the semester. This would serve a twofold purpose: first, it would help students build a better understanding of what kind of questions may be asked in exams so that they can start thinking in the right frame of mind, and second, it would give students a chance to show their knowledge of orgo in settings outside exams, giving them an opportunity to boost their grades as well. It would also be helpful if the lecture notes were a little bit more organized and if they were regularly posted on Canvas after each class to ensure that students have the resources to learn the material adequately."
97856,"Strengths: Prof. Crawford is a wonderful lecturer, Dr. Clark is a great preceptor, and there were a lot of resources to help ensure that i understood the material. I am grateful that classes were recorded to facilitate re-watching the lectures to better understand the material afterwards. Weaknesses: having an exam immediately after spring break was more difficult than I had anticipated it would be. Would have appreciated optional problem sets to verify that I understood the material before the exams"
97856,"The course overall is great but requires a lot of memorization, even though the profs will insist it doesnt. Knowing the chemical trends can certainly help, but its an empirical not predictive science, and most mechanisms must be half logicd out and half memorized. The trust the profs put in us to review material on our own (and therefor the lack of HW) was great and let me manage my own schedule and learning nicely. On the other hand though, the fact that the exams were worth so much (final was 50% of grade) was not ideal and super stress-inducing. Overall, though, this course was well run and good at teaching us the material."
97856,"The biggest weakness is the grading breakdown. 50% midterms 50% final is not helpful for learning and retaining content. Instead, you do nothing most weeks of the semester and then cram the week before a test."
97856,"The TFs, peer tutors, and instructors were fantastic. This class has a relatively low workload (since homework is not weighted in the final grade), but your grade is dependent on solely exam scores. The lectures were generally good, but sometimes a little unorganized as Professor Crawford would often jump into explaining something or showing a reaction mechanism without telling us what mechanism this is, what biomolecule we are looking at, etc. This made studying for exams or reviewing content more difficult as you would have to piece together what everything was and how it related to each other. This was particularly true during the last third of the class, but was the only downside."
97856,Strength: Dr. Aaron and the TAs. They did a fantastic job delivering the content in an affective way.
97856,The teaching is pretty disorganized and it can be hard to follow along with the examples Dr. Crawford give because he doesnt really give much background on what he is teaching before jumping into examples. I do like how the last section of the class started introducing me to biochem.
97856,The lectures were dull at times
97856,"Strengths - lots of interesting content, exams were written well Weaknesses - the grading system was 50% midterm, 50% final exam and that's a really scary split up. I think having some sort of extra credit option or homework category would be beneficial."
97856,"The course was very challenging, and I wish there was a mandated homework and section grade to give a buffer for students who don't perform very well on exams. However, there was a lot of support through office hours and study halls. The teaching staff was very responsive."
97856,"Strengths of this course were Professor Crawford's passion for the subject. Weaknesses were that the course was very stressful because 100% of your grade is exam-based, and you truly have no idea of what your score could be if you are performing in the middle range."
97856,The strengths were the recorded lectures. It could be improved if the grade was not solely determined by exam scores.
97856,"The greatest weakness is that there is little support in between midterms to help students learn and retain information. Sure we have the achieve but it rarely aligns with the information that is tested and thus made it virtually useless (do not buy Achieve for this semester). I highly encourage this course to take into consideration problem sets, even as long as it's optional, so that people can keep up with the lecture material. The greatest strength of this course were the practice exams that were released a few days before each midterm. They accurately reflect what will be tested while being challenging. Even so, the keys the the practice exams were horribly written (basically unreadable) and sometimes there were no keys to the practice material so that was very annoying."
97856,Strengths: Aaron Clark!  Weaknesses: Jason Crawford.
97856,"The strengths of this course were the pacing of the class and the material that was tested. This course however had units that were too filled with too much material and then units with less material. I think the different units could be reorganized in a way that balances the three exams out. Additionally, I like how the topics for each exam were laid out because it narrowed my studying and preparation for the exam."
97856,"I think the strengths include learning about mechanisms. However, the exams were long and much more difficult than I think the class material."
97856,"It was be very fast-paced, but the review sessions were very helpful."
97856,It was intimidating that the course was 100% based on exam grades.
97856,Strengths - interesting in how the chemistry was related to biological concepts. Crawford is a good lecturer and knows what he is talking about. The recorded lectureres were extremely helpful as I could go back and research to find things I missed the first time. Weaknesses - it was hard to capture and understand all of the concepts of each class the first time during lecture. I found myself writing things down that didn't make sense until researching the lectures.
97856,"The professor is probably great for biochem, absolutely garbo for orgo"
97856,I wish wed had psets or more practice problems in general so we had more opportunities to practice the material before it was time for the exams.
97856,This class was very poorly organized it was hard to find the connections between the course lectures and the exam content until review sessions that would be held just days before the exam. The course content was often not applicable to the topics at hand. More information on the syllabus about the materials and the content is essential. This lack of structure makes it so hard to know what we are talking about in class. There is barely a textbook for the course.
97856,I think some weaknesses of this course was that it was entirely exam based - it often didn't feel like a holistic measure of how much material I understood. I found myself really struggling during the midterms at times despite having spent extreme amounts of time prepping for the midterm.
97856,"Strengths: instructor lectured well, teaching team was very organized and responsive   Weaknesses: it was at 9 AM"
97856,"Professor Crawford is an amazing professor, and he made it very easy to understand difficult concepts in the class. Additionally, the Teaching Staff and Dr. Clark were very adept at explaining things and breaking down the reactions and mechanisms into understandable formats. There also aren't any assignments, which makes the workload light but can make it hard to grasp concepts through examples. I think one major weakness is that when it came to biological molecules and applications, the course lost a lot of the focus it had in the beginning and started to become less comprehensible."
97856,Strengths: Aaron Clark is absolutely amazing. The lectures all connected to each other.
97856,Strengths: - lectures twice a week  Weakness: - lack of linking between lectures made them a challenge to follow  Improvements: - live demonstrations - nonscience analogies to make the concepts feel more personal
97856,The class was taught in a pretty confusing way the content is interesting but definitely challenging.
97856,The course required a lot of self-direction with the only grades being 2 midterms and 1 final. This was a strength and weakness because it saved time for people who could grasp material quickly but for someone who needed more help sometimes it was difficult to identify gaps in knowledge without homework / more structure. Weakness was that the final was 50%
97856,"Weaknesses: Not having homework/assignments that keeps you engaged between the midterms and kinda lower the weight on the final (because 50% was insanely a lot).   Having two instructors, both of whom are lovely and exceptional, who had somewhat different ways of approaching the course -- Dr. Crawford was more focused on biological chemistry while Dr. Clark was more into the actual organic chemistry."
97856,"This course was difficult, but it always felt like there was support outside the lectures if you just asked for it. While it was nice to not have psets, without proper homework (achieve did not do a good job reflecting the course material), it was hard to practice putting what he learned in lecture into action. Strong practice questions -and not just previous exams from other professors who valued different topics- would have been so helpful!"
97856,"This course felt like there was too much material to internalize all of it enjoyably. Likewise, the way that professor Crawford taught the course felt confusing, as he rarely connected lessons to overarching concepts or explained how different mechanisms/ideas were related to each other."
97856,"This course was quite stressful as the lectures did not feel helpful. We spent classes watching mechanisms be drawn and explained with a biology focus when the tests were more ochem focused. Overall, the details of lectures did not seem to match what we were eventually tested on."
97856,"Strengths: lecture format of class made it much easier to learn (in comparison to flipped classroom in CHEM 221) and having no homework and only practice problems was extremely helpful and made it a much better learning experience. Instead of trying to get the work done by the deadline, I was able to take as much time as needed to actually understand the content. Weakness: we were just thrown a bunch of reactions in lecture, and it was difficult to follow along and recognize what we needed to learn. Especially when biomolecules were used, the names were dropped with no explanation, which was hard to conceptualize. Some more organization when presenting the material would have been nice."
97856,I think this course was very disorganized and was one of the worst structured classes I have taken. There was no homework or PSETS and our only grades were three midterms and a final worth 50% of our grade. we had no practice of material as there were no psets and there was only optional achieve hw which even the TAs told us not to do because it did not relate to the course content. The class was taught by our professor which was hard to follow but the exams (our only grades) were written by the TA and often the professor did not even know what was on the exams.
97856,"This class took years off of my life, to be honest. When you go to section and even the TA is confused about whats being taught, thats when you know things are bad. Dr. Crawford is a nice guy, but his lectures are incredibly unstructured. I had to teach basically the entire syllabus to myself from online resources and Organic Chemistry as a Second Language. There are no problems sets and no quizzes, so your entire grade rides on three midterms (with one drop) and a final, but the tests are all over the placeon our exam 3 test, we were tested on exam 1 material (which was taught months before) without warning, literally just to trick us. To top it off, there was no curve in this class even though the average on 2/3 midterms was in the low 70s. Given that this subject is generally regarded as one of, if not the hardest, pre-med requirement, this seemed like an unnecessary and honestly cruel way of educating. If you can help it, protect your sanity and take this course somewhere where they actually want the students to do well and learn."
97856,"The biggest flaw of this course is that there's no assignments or ways to assess our learning prior to exams. This meant a lot of us went into exams feeling prepared and then realized we had gaps in our learning. The practice exams were from previous years when the course was on zoom and therefore open-note, so they weren't helpful in assessing how prepared we were for the actual tests."
97981,Strengths: TAs are wonderful! super super amazing with homework.  Weaknesses: lectures could be sometimes ineffective.
97981,"Course felt pretty disorganized, lectures were dry and didn't connect with psets."
97981,"Professor Park truly wants to teach students coding and has a brilliant passion for it. I feel like the class was very fast paced and it was difficult to keep up with after the 4th week. I think the amount of office hours that were available created a really strong support system for students; however, I was often confused in lecture."
97981,"The weaknesses are that sometimes lectures went very fast, there is a lot of information, and very hard to organize together. The strength is that there is a lot of discussion section and office hours that are helpful."
97981,"This course is designed so that you don't fall behind, but a lot of people still slipped through the cracks. I struggled to keep up with the pace of the class even after attending office hours, but this was more of a me thing than a class thing."
97981,Strengths: a strong group of TAs really helped students to navigate through data science and coding Weakness: the lecture of modeling part might be better delivered if there is a comparison table of strengths and weakness of modeling shown in the beginning.
97981,"Strength: go through a lot of material in a short span of time, the final project is very helpful and ties everything together, extra credit opportunities are encouraging, TAs are very great at what they do and very accessible  Weakness: with the final project it would have been helpful to have more feedback throughout (it was difficult to know if our models were appropriate and if not, how to fix it before it was too late)"
97981,"This class should NOT be titled as specified for Humanities and Social Sciences. Nothing about the pacing or course material categorizes it as such and it is false advertising. Just call it intro to python and move on. There are so many weaknesses, mainly the pacing of the class. If you do not have coding experience there is a major learning curve and you are not given the grace or time to catch up since everything builds upon the next thing you learn. The TAs were great but if you don't understand what's going on how great is the class actually? It is entirely too much content. There is a PSET each week that takes SIGNIFICANT time especially if you are struggling. No matter how much you go to office hours, DS, or pay attention in class it will take a very long time if you are not experienced with coding. On average about 9-12 hours a PSET."
97981,"Strengths: Professor Park is very nice and will take time out of her afternoon to explain concepts to you one-on-one. Also the ULAs were super awesome and helpful. Weaknesses: I felt like Professor Park waaaaay overestimated my capabilities to understand CS. The lecture format of this course meant that every single class we'd blur through all these complicated CS concepts and it was just impossible to follow. The unit in which we were supposed to learn all the CS basics necessary to perform our statistical analyses felt far too short, and Professor Park squeezed in the whole complicated system of object oriented programming four days before the midterm, and then made have the midterm about object oriented programming. I feel like this class maybe would have worked a lot better if it had been in a seminar format, with more emphasis on professor-student interaction and in-class time to practice and really understand the models we were working with. Maybe a reverse-classroom situation would've helped too. In the current format of the class, I felt like I never really fully understood what I was doing, which was super frustrating, and even when I was able to get my code to work for the final project, I'd get results I couldn't analyze or evaluate because we didn't spend any time discussing what a good accuracy score looks like, or what a strong R-squared measure is."
97981,"Strengths: Prof. Park is super accessible and understanding of deadlines and students needs. There was so much extra help in this class and if you used it (went to office hours and discussion section), it made the course a breeze. The problem sets always helped me learn concepts from that week and never felt overwhelming. I also appreciated the extra practice for the in-person exam. Weaknesses: The data science part of the class (the second half) moved incredibly quickly. We didn't need to know all of the material presented, neither for our final project or the second midterm exam, so I think this course could use some restructuring of that section. I feel like I've walked away knowing many data science concepts exist, but I can't quite explain all of them."
97981,Good introduction to Python. I wish we spent more time solidifying the basics and learning concepts like objects and classes more in depth before moving in to data science concepts. I think learning fewer data science concepts at a slightly slower pace would have also been helpful. A lot of statistics and data science were thrown at us class after class the last half of the course and it was hard to retain or feel comfortable with much of it.
97981,Strengths: The ULAs and TAs were extremely helpful and the grade breakdown (how much PSETS were worth and projects) of the class were fair
97981,pacing was much too fast
97981,"Poor lecturing and lecture format, not helpful or engaging. The rest of the course was formatted well, though. ULAs were great."
97981,strengths: Professor Park is amazing. she really cares about her students and our learning and is constantly trying to improve the class weaknesses: you cannot do well in this class unless you go to office hours and discussion sections A LOT
97981,"I really appreciated how professor Park tried to accommodate our learning pace by going slower at times. Also, she did a great job of making the material approachable and not scary and she made sure to make sure we were engaged by checking in throughout each class."
97981,Strengths: this class fills a huge void by being approachable to non-majors but still teaching key CS concepts. The plethora of ULAs and office hours was also tremendously helpful. Weaknesses: Sometimes class went so quickly through modules that it was impossible to copy down all of the code or follow what was going on. I also felt that the content of the second half of the course tried to cover too many things so I didn't get depth in any of them.
97981,You will learn python! but the thing is Professor Park goes too fast and covers too much! I would have to spend 3 hours at office hours after class!
97981,"strengths of this course would be that it is well organized and covers a lot of material, also the TA's are very helpful and try their very best to help you understand concepts that you don't which for me was the entire class  weaknesses would be that the class moves way too fast and doesn't really give people time to actually understand things before implementing them. The final project starts way before I was technically capable of completing something like that and it just completely threw me off tbh."
97981,Taught very well and easy to follow and very practical skillset gained
97981,"Expectations on certain assignments or projects could have been somewhat clearer. However, overall, the course was very supportive in all areas and used a variety of types of assignments/projects to learn the material from various angles."
97981,"Strengths: TFs were great, the subject was interesting.  Weaknesses: speed of the course. It would be so much more beneficial to break this into two courses. Even Cs Majors who looked at our syllabus were shocked at the speed we were going at. Lectures were too fast, and we went through the modules so fast we ended up having to go relearn the material in discussion sections. The didnt spend much time on the extremely hard concepts, so when the exam came around, I felt unprepared despite studying for hours and going to OH every week on Monday, Wednesday, Thursday, and sometimes Friday. Also, the way class info was shared was so inconsistent. Different TFs would be telling us different things, and some regularly would say they too, dont know Whats going on."
97981,"Professor Park is amazing but sometimes she goes too fast and its easy to feel lost in class. However, I was able to catch up during ds / office hours l"
97981,"Strengths: the subject matter of this course is interesting, especially if you want to think about CS application to humanities / social science topics. You'll leave the class feeling like you have a pretty strong grasp of Python basics, and the ULAs are phenomenal. Professor Park is also very sweet. Weakness: the class goes VERY fast (which I don't think the professor was aware of) and almost everyone I knew was often lost, overwhelmed, and confused. The lectures and lecture slides are difficult to follow, sometimes the Pset questions didn't make sense (even to the ULAs), and you'll need to rely on teaching yourself and talking to the ULAs in order to grasp a semblance of what's going on."
97981,"Professor Park is very kind and considerate, if not always the clearest lecturer. I realized pretty soon that I'd have to learn a lot of the content alone, because there was so much covered in class that it was impossible to follow without having basically done everything beforehand and, at that point, there's not much sense in going to lectures. Many others in the class realized this as well.  In my opinion, the biggest weakness of the class is the content. I wasn't entirely sure why the discipline of data science existed before taking this class, and having taken it I'm less sure than ever. Learning about and solving problems using Python was fun enough, and I quite enjoyed the first half of the course, but as soon as we started getting into data science I was entirely lost intellectually, emotionally, and morally.  The best part of this class is the grading structure. When it's all said and done, 85% of your grade will come from take-home assignments, which is huge. The fact that everything is spread out over a bunch of different small assignments also takes some pressure off. All the assignments are easy enough to do well in if you're willing to put in the time."
97981,"The 11AM problem set deadline made time management a bit difficult, in that sometimes the need to finish a pset last minute meant skipping a 9AM class or losing sleep rather than a midnight cutoff"
97981,Strength: The amazing TFs and ULAs that provided numerous office hours.  Weakness: Some of the content felt rushed.
97981,Office hours are helpful. The final project proved a bit constraining.
97981,"This course does expose you to many basic Python programming skills, albeit very quickly, and it does briefly expose you to what you can do with Python, especially with data science. However, I think the course was too ambitious in its goals to try to expose students to as much material as we were exposed to this semester. There was too little time to absorb the large amount of information we were given, and it was often difficult to grasp the applied part of the class because everything was gone over so quickly."
97981,Less confusing slidesthey are sometimes lifted directly from external websites that are more clear themselves.
97983,"Strength: interesting psets every week, only one midterm, a final project to put things together"
97983,"Strengths: good pacing, order of material made sense, I felt that the psets were a good difficult  Weaknesses: sometimes we did not cover everything that was necessary for a pset when it was released. There was also no discussion between section leaders / Professor Barron about where we were in lecture so we would sometimes do things in section that made absolutely no sense because we hadn't covered that material yet. For both lecture / section, there were a few times where there was simply way too much information for the given amount of time."
97983,"Strengths: psets are good and challenging. rarely felt totally overwhelmed. lots of opportunities to pick up points and not centered on the tests Weaknesses: lecture can be long and drag on a bit. required section, which was helpful but the course is a really big time commitment"
97983,"I think the course starts off very strong, but then gets very advanced for someone with no coding experience whatsoever. Also, it is very difficult to stay engaged in lectures because the complexity of the code that is being analyzed is often a lot. Also, there is not enough emphasis put on how to think about the algorithms that you are trying to create."
97983,"I loved the psets because they were always something fun, but the class itself is very difficult. I had a hard time applying what was taught in class to our weekly pset assignments, but if you want to do well, you DEFINITELY have to go to office hours."
97983,"Because this course is in a fast paced but long lecture format, I think having access to the slides at the start of class would be very helpful so students can annotate the slides and or follow along from a smaller screen. However, it is very nice that the lectures are recorded, and the discussion sections are well organized (and appropriately on Thursdays at the start of the pset period) to facilitate the learning of new content."
97983,"I sort of wish the lectures had been a little more interactive. I suppose you could code along as Tim went through applications in VS Code during lecture, but that wouldn't be the most practical when you're still just trying to grasp the concepts. I loved doing the psets, but the lectures themselves weren't always the most engaging."
97983,"Strengths - The psets are generally interesting and engaging, and the TA's are very helpful when it comes to tackling any issues with your code.  Weaknesses - lectures are not very engaging, and slides were usually only posted a day later; it would have been very helpful to have the slides / skeleton code examples earlier to be able to follow along during lectures."
97983,"Strengths: fair psets, fair midterm, overall not a difficult class at all. Weaknesses: sometimes lectures were a bit dry/un-engaging. The course would befit from 3 times a week 50 minute lectures instead of two longer ones."
97983,I think a lot of the psets we do are too complex for our level of beginner and some feel too separated from what we are actually learning
97983,No strengths of this course. Genuinely the worst class I have ever taken in my life. I was super excited about learning CS and now I hate it and will never take it again. Much better to take CS50
97983,"It takes a lot of time to learn how to code so expect to spend a good amount of time outside of class to work on weekly assignments. The course does, however, provide a TON of office hours and one-on-one assistance with those assignments, so take advantage of them. It is a great course but you have to put in the work to get past the finish line."
97983,"Strengths: Interesting psets, wonderful and approachable staff, lots of freedom with the final project, engaging lectures, very approachable and accessible to all backgrounds!"
97983,"Strengths: Some of the TA's were really helpful  Weaknesses: So much. The lecture material was not taught very effectively and most of my learning was from the TA's at office hours or by trial and error while I completed the PSET's. I would not take another class with Professor Barron honestly. I wish I had just taught myself CS over the summer on Youtube and then taken CS 201 in the fall, or I wish I had just taken CS 50. The lectures were not engaging and were very difficult to sit through. Some of the PSET's were way too hard and even the TA's said they did not really understand how we were supposed to do them. I never felt adequately prepared to do the PSET based on what we had covered in class/section. Many of my friends who were in the class with me dropped. Sometimes I lost points on the PSET for things that had not been explicitly told to us in the instructions. The PSET instructions were also really unclear sometimes. Professor Barron was also very difficult to communicate with over email or after class. There were also frequently clear mistakes in grading that I had to point out in order to make sure I was given the credit I had earned."
97983,"I loved how interesting the psets were, I also think the course doesn't prepare you at all for the midterm. The final project was fun."
97983,"I think generally, the progression of the course was well-organized in that each pset built on previous ones in productive and interesting ways that rewarded staying engaged.   The last month of the class was definitely the worst - we rushed through swing and then were expected to use it for the final project, and I think most people felt pretty unequipped to do so, especially with inconsistent office hours (I would have liked the course instructor/manager to be more present at the last few office hours)."
97983,"Too much work, bad section materials"
97983,The course requires a moderate amount of work from students. Lectures could be more engaging.
97983,"Lecture could be a bit more engaging, and we definitely should've covered GUI interactions more thoroughly because I had to teach it to myself to do the final project."
97983,"Strength: The problem sets became increasingly interesting as they grew in complexity, and I ended up building software that I was proud of and that I can see the use of. I also was able to appreciate the coding behind the technology I use every day. Weakness: I think that the midterm test being on paper was strange given that all of the coding we do was on the computer. I don't know if there are lockdown browsers or other ways to take a test on the computer while still maintaining academic integrity, but I think that changing that test to digital would more fully simulate the actual coding we do in the class and beyond."
97983,More live demos in lecture
97983,"Lots of work, but worth it. You really get a good foundation of the basics, and some intermediate concepts."
97983,ULAs were useful and problem sets were challenging. There were many hours of office hours throughout the week.
97988,can be helpful in building foundation for my python
97988,"Strengths: class code,"
97988,"Well-organized and well-taught. I thought that the statistics unit in the class felt somewhat disjointed from everything else, and it might have been good to start with that unit rather than cramming it in at the end, but it was not that big of a problem either way."
97988,"Strengths: recorded lectures, enough TF / Peer Tutor hours, accessible format (Jupyter notebook)  Weaknesses: inconsistent pacing of class, occasional very difficult homeworks, no accurate reflections of midterm / final exams."
97988,"I really like the class exercises we did in class. I also appreciated how readily available the lecture recordings were. However, the biggest weakness was the pace of the course. It felt like we spent a lot of time on the basics, so much so that we didn't really get to explore in depth some of the more challenging parts of the course. In fact, it sometimes felt like an intro to Python course with a bit of data science, rather than a data science course with a bit of Python."
97988,"I really appreciated the lecture recordings, as there were quite a few lectures that I could not make it to."
97988,There is no section for this class which means we did coding during lecture. Because of that sometimes it felt like the pace of the class was too slow and didn't learn a lot overall.
97988,The class was very code heavy and could use a little more actual data science concepts.
97988,"Hand written exams when the entire year was devoted to online program was slightly bothersome. Otherwise, it was a great course."
97988,Great course! I did not see any weaknesses.
97988,"cool class for sure, but the structure of it wasn't great. This semester we learned code different from previous years, and there weren't a lot of resources to help us improve/practice the code applicable to our class"
97988,"The strengths of this course are surprisingly the homeworks. I learned so much from each assignment, and got to put what we were learning in practice. The EdStem is also vibrant and helpful. However, the midterm exam was difficult for a lot of students, which was discouraging in our learning."
97988,"This course does a pretty good job of teaching coding even for beginners like me. Classes and homework are both very hands-on, which is really helpful. It's easy to learn by doing, and the assignments often go step-by-step to help you out.   The main weakness of the course to me was exams. The course is ostensibly designed for people who want to learn how to code but aren't necessarily pursuing computer science jobs after graduation or anything. For those of us in this position, it doesn't really make any sense to have to take difficult, fast-paced exams where we are writing out code on paper. It just added a lot of stress without helping me actually learn anything. Assignments like the final project were much more helpful, allowing you to put the skills to use on something you are actually interested in. Also, I found that the statistics section of the course was relatively weak. It kind of erased what I thought I knew from intro stats, and I ended up more confused than ever because we didn't really spend much time covering it. I think it would be better to just remove this section and learn more python data analysis instead."
97988,This course is perfect to me. I enjoyed it!
97988,The course does a great job of facilitating student learning prioritizing time during class to practice using the code in live time. Assignments help foster a stronger understanding and do not necessary feel entirely like busy work.
97988,Lectures are boring and feel kind of disorganized
97988,The course is perfectly designed.
97988,The instructor was super clear in each step and explaining concepts to the class. I learned a lot!
97988,Could be a bit more organized and be provided with practice exams that are more comparable to our exams
97988,strengths: great way to learn data science. Weaknesses: none
97988,I like the transition to using real data sets and thought the final project was a strength and helped in learning and solidifying the python we use. I think a weakness is the inclusion of image manipulation as we didn't use that much besides in one homework and potentially in the projects if one decided to use it.
97988,"Strengths: None   Weaknesses: Very boring and not good for people who have never coded before. Some of the homework assignments were way too difficult for beginners. Also, because of how grading works, your final grade is essentially determined by the exams, which are hard. ALSO, exams are handwritten, which is extremely difficult! (And also doesn't make sense because it is a coding class)"
97988,"strengths:  - homework assignments were very well designed! this is probably going to be a very unpopular opinion but I actually thought the difficulty level of the first few homeworks on basic coding was quite fair and helped me develop the coding abilities that I needed to support me throughout the rest of the class. When the course concepts themselves got harder towards the second half of the course, I think it also made sense for the homework assignments to get ""easier"" in the sense that there wasn't much difficulty beyond application of the already difficult concepts themselves.  - lectures were pretty well organized  - in-class exercises were good - I feel like this class actually helped me learn how to code (unlike the S&DS 230 class I took in Spring 2021)  weaknesses:  - sometimes, lectures weren't the most engaging and the pace was rather slow, or fixing spelling errors in code took away time from explaining the actual concepts being presented  - there were often typos and grammatical mistakes in homeworks and even exams that made them difficult to understand"
97988,"Strengths: problem sets were incredibly good at teaching the material when I didn't totally understand it in class, the material was presented well and I felt like I learned a lot coming in with CS knowledge but little Data Science knowledge"
97988,"I think a weakness of this course was that everything was new this year and so sometimes things were more difficult than I felt they should have been. This improved throughout the year, but in the beginning of the course a lot of the homeworks were too challenging. Also, I felt like we crammed a lot of content in during the last few weeks of the semester on big topics like classifiers or hypothesis tests, but then we learned about small things like text manipulation early and then we were never even tested on it. Also, I feel like the final project was not super beneficial for my learning in the class. I simply used tools from class to manipulate my own data, but the tools I used I had already done in the homework and so I felt it was a bit repetitive. Finally, because the course was so new, I definitely feel like we did not have enough practice problems or practice exams available to practice for exams. When exam time came, I felt like I was guessing what kind of problems I could possibly be asked since I only really had the homeworks to go off of. All that being said, I think a strength of this course was that the professor and the TAs were always available for office hours and to help explain concepts. I did find it cool to learn about some visualizations!"
97988,"I learned how to code basic python, which is what I was interested in. However, the midterm and final were much more difficult than anything that we had done in the class, so it came as a surprise."
97988,"Strengths: We went over each topic pretty heavily, which made them easy to understand in the end. Homework was relevant to each week's content and wasn't too much or too little. Collaboration was encouraged. Slides and answers to the problems we did in class were provided for each lecture. Classes were also recorded. Lowest homework score was dropped. Ed Discussion was used and responses were prompt.  Weaknesses: The midterm and final were both on paper, which I did not appreciate at all considering we did all of our work (and the final project) on the computer. The tests were also weighted as a combined 40% of our grade, which seems extremely high for a format that does not reflect how we learned. I think something more like a timed pset would have been more accurate to what we learned."
97988,"There were a lot of office hours available throughout the week, which was very helpful and convenient. Having OH frequently helped a lot with this course. One weakness, if any is that some of the homework introduced new concepts not discussed in class."
97988,"I think a strength was applying the skills we learned to real data and how to manipulate it. However, I think a weakness was that they we were not given enough time to really hone in on those skills and practice it. sometimes I felt we went way too fast which made it difficult to grasp certain concepts and then apply them in difficult ways. I think it could be improved by slowing down a bit in the beginning of the class and going through practice problems in class that are related to the PSet. In addition, I think assigning something that is the same difficulty of the exams would have been helpful or having practice exams."
97988,"Strength: great teaching and straightforward syllabus Weakness: TAs cancelling last minute on day pset is due, no extensions"
97988,I think this course could have better explanations for some of the concepts
97988,It is well taught using the Jupyter notebooks. I dont think that there is a weakness
97988,Great class
97988,Strengths- engaging classroom materials and homework Weaknesses- lack of confidence in teaching
97988,"class is quite well structured, the psets were really helpful in revising the material gone over in lectures, and the pace was just right for a complete beginner at coding."
97988,everything good
97988,"Strengths: Professor adapts to feedback; the p-sets are purely based on what we have learned; doesn't presume any background in Python. Weaknesses: workload would vary a lot from week to week, so it was difficult to predict how much time one might spend on the class."
97988,"This course said they don't assume prior knowledge but we were expected to learn how to code very quickly, felt less of a stats class and more of a CS course which I did not sign up for"
97988,"Weaknesses: new syllabus and class structure--so did not have any guide or previous examples for major assignments. Also, important topics like machine learning and data ethics were rushed (I think to improve this to speed up the introduction week of Python, and pandas--and maybe making data visualization a flipped classroom module). Strength: the class was paced extremely well with constant revision. The final project also gave us the opportunity to apply data analysis skills to other personal or academic interests."
97988,"I think the pacing could've been improved: sometimes it felt like we spent multiple days reviewing a basic concept (e.g., Boolean masking) and then went through an advanced application (image processing) too quickly."
97988,The midterm was way too hard and did not reflect what we have been learning. The hw were good but the class itself was a little boring. Need take home tests or coding on computer
97988,"Strengths: pretty organized, tons of content covered in a week of lecture. Weaknesses: too rushed, exams were difficult, and I disliked how the exams were handwritten rather on our laptops, should have introduced the different skills/topics in a certain order so the students could have understand the content better considering it's a beginning friendly python class."
97988,The course was disorganized.
97988,Very practical content and interesting applications
97988,"Good Professor, sometimes slow in pace."
97988,"Strengths: homework and in-class problem ""notebooks"" are very well designed and easy to learn from. Exams accurately reflected the course material. Weaknesses: lectures are not very engaging, often spending too much time on topics that aren't very applicable to the skills or testable topics the class focuses on."
97988,"Prof. Meyers tries to keep things engaging with memes and p-sets with funny topics (e.g. squirrels in New York). Occasionally content on problem sets would have difficulty far surpassing what was learned in class which made it difficult, at least initially, to do well/understanding how well content is being learned in class."
97988,Great class; balanced homework
97988,"The course was well taught for a large seminar, as I felt my personal questions were well-addressed despite the class size."
97988,"Strengths: interesting for students interested in statistics Weaknesses: varied pacing of course, instructors not helpful for answering questions, unclear grading and significant change from previous years so that previous reviews were misleading"
97988,"Strengths: The homework is pretty straightforward and Ed Discussion is really helpful, take the class with friends and psets will be easier. The final project was also pretty fun Weaknesses: It was a restructuring of the class so the practice exams weren't representative of the real exams, and there were some bells and whistles still being worked out"
97988,This course did not feel very beginner friendly because there were some foundational concepts we should've learned before moving to more complex practices
