course_id,skills
97991,Solid understanding of basic computer science principles; ability to work through new kinds of logical problems.
97991,Basic programming knowledge in Unix and Racket.
97991,The basics of computer science and how to think about recursion
97991,I learned a lot of information from this course about recursion.
97991,"I learned how to program in Racket as well as concepts such as recursion, boolean functions, turing machines, gates, and circuits."
97991,"Due to the rigorous problem sets, I have learned a lot about programming and UNIX, somewhat archaic but interesting knowledge. However, I have also learned that I should not take computer science at Yale."
97991,"Recursion, how a procedure works, how a computer works, deep logical analysis, basics of computing"
97991,"I learned how to code, how to use recursion, and the basics of Turing machines and basic computer architecture."
97991,I learnt a lot about underlying computer architecture and a LOT about recursion.
97991,Definitely recursion and computer architecture
97991,I learned a lot about CS. Basically all the topics were new to me and I learned a lot about all of them.
97991,"I learned how to implement functions using Dr. Racket. I also understood the structure of Turing Machines and the definition of computability, and how to implement recursion. Learning about computer architecture was also fascinating. I think this course predominantly taught me how to think more logically and to consider how data is processed."
97991,A deeper understanding of the logic behind computer science.
97991,"I developed a thorough understanding of computer science topics including recursion, Turing machines, Boolean functions & circuits, assembly language code, strings and languages, and UNIX."
97991,I have gained the ability to code in racket and understand recursion very well
97991,I learned a lot about recursion and Racket.
97991,"I learned a lot about recursion, Turing machines, computer architecture, syntax, and more."
97991,A lot about Racket. Computer structure. Basics of the science of computing.
97991,The recursion and logic of computer science
97991,Racket coding and a basic knowledge of computers
97991,"- programming in racket,  - recursion"
97991,"Racket, UNIX, recursion, Turing machines, Boolean functions/gates/circuits, computer architecture and languages, running time"
97991,"A very theoretical overview of the foundations of computer science as well as a deeper understanding of recursion, racket, and how to learn UNIX. The most rewarding insight seeing how the basics of computation form the foundations for computers."
97991,"We learned multiple concepts in this class (racket programming, turing machines, boolean expressions, gates and circuits, etc.) that may be useful in future computer science courses (while the gates and circuits unit may be useful for engineering applications). One of the most important concepts you learn in this class is recursion. This concept is heavilly emphasized throughout the course (especially in the first half of the course)."
97991,"I learned how to code in Racket, how recursion works (it's so cool!), and overall improved my knowledge of computer science. I learned about various elements of computer science, particularly regarding how computers process information (boolean expressions, turing machines, assembly language, strings). Although these elements might not seem practical, they definitely gave me a deeper understanding about what it means to program a computer."
97991,"You get a really good sense of recursion, since the entirety of Racket is based around it. You also get a decent understanding of some other computer architecture concepts, as well as getting to understand some degree of how translating machine code back and forth works."
97991,I developed my racket programming skills and a lot about how computers work
97992,"Knowledge of mathematics proofs, induction, formal logic, graph theory, combinatorics, asymptotic notation, and more miscellaneous topics."
97992,I learned about writing mathematical proofs.
97992,"Discrete math. Also various tools that would help me solve CS problems better, such as modulus, graph theory, and algorithmic runtime."
97992,Learned how to write proofs. Learned about various discrete math topics on a surface level.
97992,"I learned immensely about writing proofs, propositional logic, discrete mathematics, and linear algebra."
97992,"Discrete math, proofs, other basic CS/Math skills."
97992,"Logic, writing proofs, counting, general discrete mathematics"
97992,I took this as a senior neuro major as a requirement for my major. Maybe that was my own fault for thinking I liked cs based on the 3 other cs courses I took. This course swiftly informed me that I DO NOT like cs. I learned nothing. I gained no skills or insights. This course did nothing for me except make my cry weekly and question if I was going to graduate.
97992,"I slightly developed my proof writing capabilities, but not much else because much of the material covered was very basic."
97992,"A good introduction to constructing formal proofs, and other advanced math topics like set theory, algorithms, combinatorics, graphs."
97992,"An introduction to mathematical topics applicable to computer science: propositional/predicate logic, recurrence relations, sets, functions, probability, counting, relations, graphs, asymptotic notation, and basic matrix concepts. Methods of mathematical proof regarding said concepts."
97992,I learned a lot more about the math behind a lot of the cs theory.
97992,"I developed my knowledge of discrete math, learning how to write proofs using strategies like induction, writing statements using predicate and propositional logic, and understanding the properties of sets, functions, and relations more."
97992,The basics of discrete maths and writing proofs.
97992,I learned the basics of proofs that will hopefully be useful for the rest of my CS career at Yale.
97992,"I learned a lot about discrete math, mathematical proof writing, combinatorics, and their application to computer science. This was the first time I had ever written mathematical proofs, and the course definitely gives you the opportunity to learn how to do so without harsh penalties."
97992,I learned a lot of math that would be helpful for CS
97992,"This course was a complete mix of too many topics. We learned propositional logic, predicate logic, how to write proofs by induction, contradiction, and other techniques, linear algebra, combinatorics, and big Oh notation. I won't say that I didn't learn a lot from the course -- I do feel that I am better off in understanding fundamental concepts that underlie computer science principles. However, there was too much going on. I don't think that I was able to really fully understand each concept before we switched to a new one. I mean really, one week for linear? Come on."
97992,"Developed skills in proof-writing techniques, set theory, combinatorics, and graph theory."
97992,"25% of the class scored a D- or worse in the final exam. 50% scored a C- or worse. And at least ~15 of the points in the final were simple Yes/No questions. This is not supposed to be a difficult course.  If that's not indicative of how poorly this course was taught, I don't know what is. Professor Glenn is not great at teaching this subject, and Office Hours and general feedback was severely lacking. I felt like I had to self-learn the majority of the content. I went to Office Hours multiple times to get feedback on my midterm exam and understand why I got certain questions wrong, but there were simply too many people who needed to get walked through the homework assignment. The main thing I got out of this course was the pressure to self-learn a lot of the content. I wish I had taken MATH 244 instead."
97992,This class helped me develop my skills in discrete mathematics and logic principles. It helps in terms of understanding concepts in more fundamental principle.
97992,"Critical thinking, proof writing"
97992,Learned to write proofs (albeit a bit disorganized).
97992,"Knowledge of proofs, logic, and linear algebra (a little bit of everything important for understanding computer science principles)"
97992,Great intro course on discrete math. Fast-paced course that goes over basic concepts relevant to CS.
97992,I learned more about discrete math and the mathematical principles involved in computer science.
97992,Learned discreet mathematics with a focus on computer science. Will be useful for CPSC 365.
97992,"I developed a broad knowledge base in the field of discrete mathematics by learning the basics of underlying logic, application of it within computer science."
97992,"To be concise, a fair amount of the math skills necessary to succeed in computer science - set notation, probabilities, some linear algebra, modulo arithmetic, RSA, etc. I would say the class was fairly theoretical - not necessarily rigorous - but certainly devoid of a lot of real-world examples, or at least a number I would have appreciated. I understand this is fundamentally a theory class, but having the class tied to more real-world applications rather than ""the number of perogies"" would have been nicer. Besides, why the hell did we spend so much time learning about the mcnugget problem (with perogies instead of mcnuggets)?"
97992,"All the stuff described in the course packet. But I'll list some off the top of my head: predicate logic, the idea of proofs(there were times during this course i wished they never existed, but it's really all about the proofs), to be patient and persistent- each weeks pset was a struggle, cldnt get thru all of it without OH's."
97992,"I learned a lot about discrete math. For example, I feel more confident in areas such as predicate logic, proof structures, and counting."
97992,"I learned the basics of proofs, counting sets, and figuring out the probability of selecting cards and dice"
97992,"Different areas within discrete math ie recurrence relations, graphs, matrices etc"
97992,Discrete math problem solving and logic
97992,I learned how to think about computer science problems more effectively.
97992,"Professor Glenn gave us an overview what a proof is like, but the class did not go into the specifics of it like I would have wanted. Students mainly took Glenn's lecture notes and tried to take that format for writing their proofs. I wish the proofs were a little more formal. Also, the topics of this class were everywhere. It was a whole new completely different topic per week that we did not go into much depth in the class so we were required to do it on our own for the problem sets. I guess the point of the class was an overview to all of these topics but I wish some of the topics were more in-depth so I could have learned them better vs. an overall sampling of all these math concepts. This is a class I think almost would be taught better over two semesters. Prof Glenn mentioned often concepts we learned is so we see it for the first time to be prepared for higher mathematical computing classes, but I think that those concepts should be solely reserved for our classes to make CPSC 202 more focused."
97992,"Introductory proof-writing, logic, probability, graphs and several other areas of discrete math. I believe this information would be useful for me in future programming efforts and also surprisingly helpful for my philosophy class, which ended up referencing the same logic notation."
97993,"I learned about data structures such as stacks, queues, linked lists, arrays, etc."
97993,"I learned the basics of data structures, including array lists, linked lists, stacks, queues, BST, AVL, heap, hashing, and graphs."
97993,data structures
97993,"Data Structures, C/C++, Algorithms (basic level), problem solving"
97993,A foundation into data structures and conventional programming techniques
97993,I became a much better C/C++ programmer over the course of the semester -- I had almost no knowledge of either of these languages before taking this class. I became familiar with a few data structures but I think the class was a bit heavier on programming techniques. I certainly learned a lot and developed a greater appreciation for computer science as a whole but the course is a little bit more basic than I expected for one that's supposed to be third in sequence.
97993,"Knowledge of data structures, algorithms, and C programming."
97993,Learned about C/C++. Learned about memory management as well as various data structures common to the programming world.
97993,"I learned how to program in C and C++, manage memory in those languages, and how to use basic data structures."
97993,"Learned C and C++ programming. Learned about data structures like resizing arrays, linked lists, trees, hashtables, graphs."
97993,"I learned the fundamentals of C and C++, including pointers, structs, dynamic memory allocation, and the basics of object-oriented programming. I also learned big O notation and quintessential data structures such as stacks, heaps, queues, linked lists, graphs, AVL/binary search trees, and hashtables."
97993,I learned about various data structures.
97993,I developed knowledge in basic data structures and programming techniques in C and C++.
97993,"I learned a lot about different data stuctures and algorithms: binary trees, arrays, linked lists, graphs, stacks & cues. I also learned C++ from scratch."
97993,"programming, critical thinking, coding"
97993,"Basic understanding of C and C++. Learned about various data structures, such as linked lists, stacks, queues, heaps, BSTs, graphs."
97993,"I learned more about C and C++ as well as how to implement linked-lists, trees, and hashtables."
97993,"Decent development in skills in C, C++, and many data structures that are key to Computer Science. You also learn about unit testing on a deeper level."
97993,"Data structures, programming in C, debugging code"
97993,"An understanding of some low level data structures, C, and C++."
97993,"C/C++; data structures (lists, arrays, stacks, queues, graphs, heaps, hashing, AVL/ BST trees); memory allocation; algorithms"
97993,"How to use and implement static and dynamically allocated data structures like arrays, linked lists, stacks, queues, heaps, trees, etc."
97993,"I took 223 after CS50 and, to be honest, felt like I didn't learn much. I mostly relied on my knowledge from CS50 during the first half of the course on pointers. For the second half on object-oriented programming, I did learn a lot but not well."
97993,"I developed the ability to code in C/C++. In particular, I got better at working with pointers, since C/C++ are both very low level languages. Furthermore, I also got much better at debugging my code and also accounting for edge cases beforehand, so that I wouldn't have to debug in the future. I also learned better planning and organizational skills because I would start the psets earlier, instead of waiting until the weekend before to do them. This let me spread out the workload over a longer time."
97993,I learned more advanced C and C++ programming and the PSets reinforced this as well
97993,Honestly not much. Kinda disappointed
97993,"I learned how to use C, C++. I learned about different data structures (Stack, Heap, AVT, etc.) The PSETS were great for learning"
97993,experience programming in C/C++ and knowledge of basic data structures
97993,Data Structures
97993,"In this course, I improved my programming skills in C and C++ while learning about data structures such as arraylists, linked lists, stacks, heaps, trees, and graphs."
97993,"C and basic data structures (lists, graphs, hash tables, etc.). A bit of C++ in the last weeks (mainly rule of three, the rest is similar to C)."
97993,"Data structures: static and dynamically allocated arrays, memory management and some algos, linked lists, stacks and queues, hashtables/hashing and graphs."
97993,"Basics of C and C++, and a bit about basic data structures."
97993,c and c++ data systems
97993,"I gained knowledge about how to implement various data structures (structs, linked lists, arrays, etc.) and their different advantages/disadvantages."
97993,learned how to code and evaluate data structures in coding languages
97993,I learned the fundamentals of data structures and algorithms. I thought the algorithms we learned in the course were particularly well taught and foundational for higher level CS courses.
97993,"How to code in C++, how to allocate and reallocate memory in C. Binary trees, AVL, linked lists, array list, graphs, hash tables."
97993,I developed a foundational understanding of data structures and the fundamental concepts that are necessary in the field of computer science. I also learned some basics in coding with C and C++.
97993,I learned C/C++ fundamentals.
97993,"I gained hands-on experience with both C and C++, as well as an understanding of the fundamental concept of ""pointers"" and its nuances. We also learned data structures such as self-balancing binary trees, and algorithms such as Dijkstra's path-finding algorithm."
97993,"I gained minimal knowledge of C and C++ and understand a few data structures conceptually, like stacks, queues, linked lists, heaps, etc."
97993,Learned C/C++ basics and memory allocation principles.
97993,"C, C++"
97993,"I learned how to program in c/c++ and think about the way data is structured in different applications and how to handle memory application to do this. I learned about different types of lists, trees, hash tables, and search algorithms."
97993,Learned data structures and learned C and C++ to a decently proficient level
97993,I learned how to manipulate arrays and other data structures in C and C++. I also learned how to analyze time complexity.
97993,Knowledge of data structures
97993,"Developed skills in the foundations of C and C++, as well as learned the theory behind common data structures (Queues, Stacks, Trees, Heaps, Hashtables, etc.), their implementations (Array Lists, Linked Lists), basic graph theory, and time complexities for algorithms."
97993,"Very little. I do not think this class efficiently prepared me for computer science. It was poorly disorganized, and often times, many students left lecture confused, as the instructors themselves were confused with what they were trying to teach. Overall, this class was more of a burden having to deal with mistakes on the format and logic of psets and exams than being able to enjoy the true challenge of DSA. It was exhausting and frustrating."
97993,"C, C++, and how to implement data structures like vectors, linked lists, hash tables, and graphs. The problem is... in the real world, all of these data structures already have countless highly optimized implementations in libraries out there that you can just import. The focus of this course was much more on the implementation of the data structures than the *application* of them, that is, actually learning when it is mots appropriate to use each data structure. This was a severe limitation of the course."
97993,"Data structures, C, C++, debugging, bash, valgrind."
97993,I developed an understanding of how to code in C and C++. I learned to implement data structures such as linked lists.
97993,"i learned a lot more in-depth C programming as well as got familiar with some of C++, also learned more about data structures"
97993,"The technological skills of data structures, C, and C++"
97993,"knowledge of C and C++ languages, data structures and their implementations and how to apply them to real scenarios"
97993,I did learn more about C and C++
97993,"By taking this course I gained a good understanding about C, C++, Data Structures, and how to implement them in coding."
97993,Crucial data structures necessary for interviews
97993,"I do not think that I've learnt a ton through this class to be honest. Probably the topic that most stuck with me was pointers, stack, and heap, but compared to other classes, the learning curve was quite flat."
97993,"I learned C/C++, binary trees, different sorting algorithms, AVL trees, Linked Lists, ArrayLists, pointers."
97993,"data structures, lists, stacks, queues, trees, graphs, etc. how to code in c/c++, some sorting algorithms"
97993,"Knowledge of C and some C++, basic overview of data structures"
97993,"C and C++ programming techniques, basic software organization."
97993,"I learned about data structures like heaps, stacks, arraylists, linked lists. I learned how to use C and C++."
97993,I learned a little about data structures.
97993,"C, C++, data structures (graphs, trees, linked lists, structs, hashing), memory management, sorting and searching algorithms"
97993,Data structures
97993,Learned data structures and algorithms
97993,I am taking a better understanding of the C programming language and abstract data structures from this course.
97993,the internet is a great place to learn how to code
97993,"Gained an understanding of data structures like heaps, stacks, queues, hash tables, graphs, etc. Also learned how to implement some programs from scratch using c++ and c."
97993,basic data structures and programming techniques
97993,I developed a lot of knowledge in the various data structures that are used to store different types of information. I was also able to hone me skills in the C and C++ programming languages.
97993,I learned how to use C and C++ and improved my knowledge of some data structures.
97993,"CPSC 223 was a highly effective and enjoyable course for me this year. I was able to learn about programming in C and C++, practice programming skills, and apply a theoretical understanding of code properly."
97993,I learned to debug code
97993,"Both the principles and implementations of a variety of data structures critical to any computer science language for efficient data storage and runtime. In addition, I learned how to write code in C and C++."
97993,Learned about C/C++.
97993,"fundamentals of C and C++ programming, conditionals, file I/O, search methods, data structures (stacks, queues, binary search trees, hash tables, AVL trees)"
97993,"Some basic understanding of data structures, C, and C++, but I knew most of C from CS50"
97993,"Learned how to program in C, utilize different data structure models to organize data in the most efficient method"
97993,"This course provided a great survey of basic data structures, from lists to hash tables, and the problem sets also pushed me to consider how to design code with many moving parts."
97993,How to program in C and C++ and data structure basics.
97993,"Basic understanding of C, data structures."
97993,"I learned the programming languages C and C++, memory management, debugging, and programming techniques."
97993,learned C and C++ adequately
97993,I learned more about C and C++.
97993,A solid understanding of data structures and there various applications.
97993,Experience in C and C++. Greater understanding of algorithms and data structures.
97993,Learned the fundamental data structures and algorithms for CS. Also became better well-versed in program design and debugging.
97993,I learned how to compile C programs and understand memory management in C.
97993,I learned different data structures and how they worked and their runtimes. I also learned how to code in C and a little in C++
97993,How computers store data and how to implement these data storage strategies in C and C++
97993,"I received an introduction to C and C++ and data structures. This class begins with a month-long introduction to C, which I personally found a bit slow. The transition to C++ was much appreciated, as that was when more course material was covered. We explored various ways of storing information, from arrays to heaps to binary trees."
97993,"Gained better understanding of working with memory in a high-level language, working with pointers and memory allocation in C and C++, also understanding some new data structures such as AVL trees, heaps, and hash tables."
97993,"C, C++, more confidence in cs problem solving"
97993,Learned C/C++
97993,Learned some C and C++
97993,I gained no new skills
97993,"Arraylists and Linked Lists for list implementation, Queues and Stacks, Binary Search Trees, AVL trees, Heaps, Hashing, and a few other data structures as well as ideas like memory allocation on the heap."
97993,c data structures
97993,"I developed my programming skills in general, picked up C and C++, and learned more about data structures."
97993,"Basic coding skills in C, C++, knowledge of various data structures such as arrays and linked lists, and how to implement them in memory structures like binary search trees, AVL trees, hashtables, and graphs. also implementations of various sorting algorithms"
97993,"I learned the coding languages of C, C++, and became proficient with various types of data structures and the general concept of object-oriented programming."
97993,C and C++ but learning C was not as beneficial as it should have been in my opinion for learning C++. I wish the entirety of the course was taught in one language. The class was extremely chaotic in terms of material and organization of the staff. It did get better over time but the first half of the course before the midterm I believe needs to be revised.
97993,"I developed my knowledge of Data structures, critical thinking, and problem solving."
97993,I furthered my knowledge about programming techniques and program structure in general by working through problems in both C and C++ languages. The course had a focus on program structure and how one could manipulate said structure in order to be able to tackle problems that they may face.
97993,This course taught me about various data structures and how to program them. Additionally I gained more experience coding in C and C++.
97994,Valuable combination of qualitative and quantitative skills. Learned new languages for the class and thought about problems in new ways.
97994,"This course was extremely helpful in leveling up my ability to understand the point and purpose of linked open data. While I did not get the coding skills I had hoped for, I did benefit tremendously from our conversations with scholars."
97994,"Learned about the digital humanities in general, what questions surround it, how to design software for humanist research."
97994,digital humanities basic knowledge structure
97994,DH with CS
97994,"Python, JavaScript, HTML, limited Bootstrap and JQuery, MySQL, and integrating a Flask back end with a JavaScript front end"
97994,Communication skills
97994,"I learned a ton about the field of digital humanities, something that I didn't know much about previously and now I hope to continue to study in my career and life. It's an incredibly refreshing angle on computer science, which often is so focused on coldly building solutions for the highest bidder with only a veneer of ethics carelessly slapped atop it for marketing or funding purposes. Here I felt that the research I was doing and the tools I was using and building were providing material value to the world in a way that's more intellectually stimulating than nonprofit webdev and more direct than some of the pie-in-the-sky CS projects often touted."
97994,Historical background about the Dura-Eurpos site and digital humanities projects around it. Various techniques to use technology/computing to help with humanities research.
97994,I learned about how the humanities approach data and different ways to preserve the humanistic aspect of projects while advancing them with technology. I also gained practical experience on the final project
97994,"I developed critical thinking, and teamwork, and broadened my knowledge about the Humanities as well as Programming in Python and Javascript."
97997,we got to explore a lot of topics unavailable in other CS classes like data privacy and AI liability
97997,"Technology in the context of a society that depends heavily on it both politically, economically, and socially. Learning how to understand technology in a real-world environment with real-world consequences."
97997,"This was an excellent survey into the world where technology hits the law. We covered content moderation, AI ethics and law / insurability, private power / tech monopolies, and more."
97997,I gained insight on how vital the intersection between technology and policy is in the modern era of technology.
97997,"How to think about technology and it's political implications, some potential schools of thought for how we should approach laws around tech"
97997,"I learned more about a variety of issues related to the political implications of software and the proliferation of computers, like AI, privacy issues, government regulation, etc."
97997,I learned about machine learning and the dilemmas of artificial intelligence and laws and how they intertwine with everyday life with new software.
97997,"Learned a lot about private law, ethics and politics of technological advancements."
97997,"-many court cases regarding data privacy -the modern challenges facing the technological landscape, particularly in regards to AI"
97997,I learned quite a bit about the challenges the legal system and society face due to emerging/recently adopted technologies
97997,"The different political/societal impacts of technology, focused on US and EU policy"
98001,"I learned a ton about computer systems and how they work. I now have a much better understanding of operating systems, processes, memory, and assembly programming."
98001,"I learned all about systems programming (memory management, Operating systems, compilers, assembly code, etc.). In general, I learned how a computer actually works from the lowest level to how a user actually works with a computer, and I also learned how to be a better programmer."
98001,I learned so much about computer science and computer architecture which I had never thought about before. I also learned good time management and how to effectively ask for help when I needed it on psets.
98001,"information about systems: assembly, processes, virtual memory, cache, machine architecture, etc."
98001,"There's a lot to say here. I learned about how to structure large programs, how computer memory is managed, how compilers work and are implemented, tons about operating systems and related hardware like caches and memory, assembly language, and so many more things along the way that I am sure I'm not recalling right now. This was certainly the most informative course I have ever taken and I felt like I was learning new things every class."
98001,"I learned how basic operating systems work which taught me how to write more efficient code. It was a fun but grindy class. You learn about basic computer architecture, assembly language, compilers, floating point, system and processes, how memory and cache work, how address lookups work (page table), etc etc. I also wrote lots of code in C and learned that before you code, you should plan out your steps first."
98001,"Systems programming, operating systems, assembly, etc"
98001,This course was a complete overview of computer systems at their lowest level. I know have a much more fundamental understanding of how computer systems function and how to interact with them at a very low level. My skills as a programmer have improved tremendously by taking this course.
98001,A LOT. This course does not disappoint in actually teaching you the topics it mentions.
98001,"systems programming theory and experience in programming large, kernel-level programming projects. Can learn good time management if you choose to handle the course this way"
98001,- learned much more about computer systems and how exactly some computer hardware works in order to compile and execute computer programs - learned about how to manage big projects and my personal strengths and weaknesses - learned about how to study for a large volume of very difficult material
98001,"I learned a lot from this course about computer systems at a high level, including transistors and adders, CPUs, compilers, OS, memory management, shell. This course taught me how these different parts of a computer work together to make it work. I gained a lot of insight into the kinds of optimizations that go on in the background, and the knowledge I've learned is very helpful for understanding computers and becoming a better programmer."
98001,"Computer architecture, ability to work on projects for a long time"
98001,Learned about computer systems and how code works from language down to machine.
98001,"Memory management, compilers, assembly language, floating point representation, processes, threads, cache memory, etc."
98001,A base understanding of computer architecture and how a computer works.
98001,"Low-level understanding of computer architecture from basic circuits to assembly to basic OS organization, virtual memory management, caches, improved understanding of C and standard POSIX syscalls"
98001,"Much improved C skills. Understanding of compilers, system architecture, and memory."
98001,"I gained extensive knowledge of the inner workings of computers down to the transistor level, and now have a much better idea of how computer, optimizations, and operating systems work and why they were designed the way they are."
98001,"Better programming techniques (know all of the intricacies of C). Inner workings of the computer/computer architecture, logic gates, rudimentary circuits. Error checking, overflow, and dynamic memory allocation with malloc and free. The workings of the UNIX Bash shell - pipelines, signals, backgrounding, zombie and orphan processes. Knowledge of UNIX System Calls. Virtual page allocation, the structure of the main memory, knowledge of the cache. Compilers and optimization problems."
98002,OOP
98002,"Object-oriented programming in python, miscellaneous Python functionality, basic C++, design patterns."
98002,Principles of object oriented programming in Python and comparison with some other languages
98002,"You learn about OOP design and principles. You get a lot of practice with OOP and also learn about very relevant tools applicable to SWE (git, code smells, etc.)"
98002,I learned about the fundamentals of object oriented programming in Python and a little bit of C++.
98002,"Object oriented programming theory, Python, logging, tkinter, databases, testing, C++, design patterns, git, concurrency and refactoring"
98002,"The first half of this course covers basic object oriented programming concepts and the Python programming language. In the second half, you get a quick introduction to C++ followed by a tour of many different coding design patterns."
98002,Object-oriented design and industry-related skills.
98002,"Learned OOP, design patterns, UML diagramming. Honestly the biggest takeaways from this course were practicing code modularity and testing code, along with refining Python skills. If you're in CS, take this course! Very practical and helpful for real world."
98002,"I learned the core fundamentals of object-oriented programming as well as important concepts for writing maintainable code. On the OOP side, this class covers the fundamentals of OOP using Python and C++, and a number of design patterns. We also discussed testing, GUIs, and git to make our programs reliable and interactive."
98002,"Understanding of what object-oriented programming means, when to use it, and what its advantages are. Thorough introduction and practice with developing object-oriented Python applications, and introduction to object-oriented C++ (basic prior experience with Python and substantial prior experience with C are assumed). Developing a GUI application using the tkinter GUI toolkit, and working with databases through SQLAlchemy. Crash-course on OOP design patterns and code smells, learning good approaches to common OOP problems and how to improve readability, reusability, and modularization of OOP code."
98002,The ability to model problems using OOP proved useful. It was also good to learn about design patterns.
98002,"Basics of computer science design patterns, unit testing, some C++/Java"
98002,OOP concepts
98002,"A deeper knowledge of Python, how to use testing suites, how to use git (in a basic way)"
98002,"Object-oriented programming principles in Python and C++. Logging, design templates, debugging, and more."
98002,"I learned quite a lot about using Python, Object Oriented Programming principles, and general software design and programming principles."
98002,"Learned all of Python from this course alone, as well as things in C++ I did not know about before."
98002,"OOP, testing, GUIs."
98002,"I gained knowledge of object oriented programming in Python and C++, design patterns, and testing."
98003,"Microcontrollers, circuits, concurrency, scheduling, real time."
98003,I learned a lot about the considerations of embedded systems as well as implementing OS-like things including concurrency.
98003,"The more hardware side of systems and how they interact with the physical world, Arduino programming"
98003,How to use microcontrollers and develop with the idea of computing in physical environments and interacting with physical phenomena.
98003,Very straightforward survey of embedded systems related concepts from a CS perspective.
98003,"Familiarity with the principles of digital system design and use (e.g. interrupts, scheduling routines, assembly language). I thought I knew how to program arduinos before this course. I was wrong."
98003,"I learnt a lot about digital systems (surprise!) and how the small electronic systems that we see around us actually work. As a CS Major, it helped me appreciate and understanding the physical reality of the stuff I work on."
98003,Have some engineering experience or some low-level programming experience. It helps tremendously!!
98003,Very useful for learning about digital systems (arduino)
98003,"A lot. One of the most useful classes at Yale. Learned concurrency, assembly language, C, interrupts etc"
98003,I learned a lot about building with arduinos and embedded systems. Great class!
98003,How to use Arduino uno and basic system knowledge
98003,"I learned about interrupts, analog and digital i/o, concurrency, mutual exclusion, locks, and circuits. I learned how to use an arduino and how hardware and software work together."
98003,"Basics of electronics, circuits and assembly language. Workings of computers and embedded systems on a lower level. Use of the Arduino platform."
98003,"Learnt more about I/O, concurrency, interrupts, scheduling, and a preview of what designing software for systems looks like."
98003,"Understanding and practical knowledge of various topics in embedded systems design, including assembly language programming, I/O registers, stack memory, input debouncing, analog I/O, concurrency, and scheduling algorithms. I also learned a bit about sound synthesis as part of my final project. This was my first real CS and EE course at Yale, so I also learned a bit about how to read a component data sheet, and some C (structs, linked lists, some pointer syntax)."
98003,"Learned to work with breadboards, arduinos, circuit components. As a CS major, most of the programming side was repeated from CPSC 323, but the EE skill sand seeing how it all came together was new."
98003,"You learn a lot about digital systems, more focused on computer science skills side of things."
98004,"The course provides a rigorous and dynamic algorithmic background that is essential to further study CS. The topics (such as Divide-and-Conquer, Greedy, Flow Networks, Dynamic Programming, etc.) are all presented in a solid mathematical context and follow clear steps, patterns that facilitate the learning and understanding processes. Through the problem sets, we do learn how to think logically and use math in designing efficient algorithms. Those algorithms have (highly) impactful real-world applications, a fact that motivates the students to engage more with the material and work, for example, in teams to fully understand and utilize the valuable learned concepts."
98004,"I learned about divide and conquer algorithms, greedy algorithms, and dynamic programming."
98004,Algorithmic thinking
98004,"Analysis of correctness and runtime of algorithm, as well as modification of inputs to use an algorithm to solve problems or modification of an algorithm. Algorithm paradigms taught: divide and conquer, shortest path, greedy, dynamic programming. Also covers P vs NP."
98004,"I have a much better understanding of how to solve algorithmic problems. As a lover of logic, this expanded my ability to solve/prove problems, which Im very happy about."
98004,"I learned about some of the important algorithm design paradigms, important rules and ideas that go into designing efficient algorithms and proving their correctness, and how to analyze the runtime of more complex algorithms."
98004,"I learned how to construct algorithms (divide and conquer, greedy, dynamic programming, flow networks, graph-based problems), analyze their runtime, and prove their correctness. I also learned about P vs NP and how to reduce algorithms (ie, argue about which complexity classes they belong to)."
98004,Types of algorithms and thinking of them more mathematically/logically (as opposed to technical implementation you would use for coding interviews)
98004,I feel perfectly capable now of doing any SWE interview. This was basically an intensive interview prep course.
98004,common algorithms and general algorithmic thinking
98004,"I learned the four major algorithm areas and how to select the best one, understand how one works, and appropriate correctness and time complexity."
98004,algorithms was good
98004,"This course has been one of the most eye opening courses for me as a computer science major. I love the way Professor McKay structures the course because it forces you to think about the process. The content of the course is what makes it difficult and Professor McKay has designed the course in such a way that even though the content is difficult, the understanding will inevitably trickle into your mind."
98004,"basic knowledge of algorithms greedy, dynamic programming, flow networks, etc."
98004,"In this course, I learned various computer science algorithms and problem solving techniques, and generally how to analyze new problems/solutions."
98004,Learned algorithms in a way that I think will be helpful for the future.
98004,This course has prepare me for job interviews and how to design algorithms
98004,"Basic understanding of algorithms. I solidified my conviction that if learning this kind of algorithms is what it takes to get a CS industry job, then that is not the kind of life that I want to lead."
98004,"I learned about the different types of algorithms in computer science, but I especially gained a better understanding of dynamic programming."
98004,Basic algorithms knowledge
98004,"Knowledge of algorithmic design through learning about historically important algorithms. Other topics include: runtime evaluation, P vs NP, review of data structures."
98004,"Knowledge of developing algorithms, proof of correctness, and runtimes."
98004,"Algorithms, analyzing runtime and proving correctness"
98004,not much
98004,"I learned about algorithms and all the types of algorithms in computer science, including divide and conquer, graph ones, greedy algorithms, dynamic programming, flow network, P vs NP etc. As well as some data structure like heap, binary tree, flow, and much more. I learned that there is always a tradeoff between space and run time. I learned to think in terms of Big O run time rather than the inefficiency of multiple constants. I learned about millennium problems and some significant problems in the field of algorithms and cs. When I write CS logics now, instead of always using an n^2 loop to check everything, I start to think about efficient algorithms that can get job done much faster."
98004,Runtime Alyssa algorithm design etc
98004,Proving correctness of algorithms Id largely used but didnt know the math behind.
98004,I learned a lot of algorithms useful for interviews and life in general.
98004,"Understanding the complexities of algorithms, proving their correctness, and breaking down problems into simpler problems."
98004,"Algorithims, proving stuff in a mathematically rigorous way"
