"course_id","reviews","sentiment"
97552,"No, not engaging and not worth the QR or SC","dr"
97552,"Yes!","r"
97552,"it's not much of a gut. i found this course to be very difficult. i only got through it because i had someone i could consistently rely on for outside help. i would not have survived the course on my own. it's interesting but it was not for me. if physics is not intuitively your thing, the concepts in this class can be super hard to grasp.","neu"
97552,"Not really. This course is NOT a gut, and while you will learn some interesting things about some pieces of technology in our world, I don't think I learned enough to justify the stress that came with preparing for the ridiculously difficult exams and fairly uninteresting nature of the lectures.","dr"
97552,"Yes, but it is definitely a commitment","r"
97552,"Yes, definitely","r"
97552,"YES YES YES!!!! I learned so much and it was so accessible for a Humanities major","r"
97552,"Yes. Good intro physics class","r"
97552,"Yes. Its a great course for those maybe interested in Physics or who are just curious about the world.","r"
97552,"Yes, wholeheartedly. This class was at the perfect level for someone who wishes to learn broadly about different technologies.","r"
97552,"Yes! The material was challenging, but the course was well-structured and I walked away with a better understanding of the technologies we use everyday.","r"
97552,"I would definitely recommend this course to other students at Yale - especially those looking to fulfill distributional requirements. Don't get me wrong, the exams are sneaky hard and a lot more conceptual than the psets. You can grind through the psets with the help of Google and a TF, but you will struggle on exams if you do not understand the ""bigger picture"" concepts. Even so, you can do well in the class and find the material interesting even if you aren't a STEM person.","r"
97552,"Yes, it's a great QR credit for people who aren't confident in math.","r"
97552,"Yes. I wouldn't consider this class a ""gut"" because you need to attend lecture to have any idea what's going on. If you attend lecture, you'll probably need 1-2 hours a week to do the problem sets and will do well in the class.","r"
97552,"Yes, if they are interested in the topics presented in this course. It takes a lot of time and effort to understand the concepts, so it should not be taken if you are looking for an easy class.","r"
97552,"Surprised I learned something from my science credit! This is a good class but not an easy A as many would assume. That being said, you will do well if you just actually do the work!","r"
97552,"Yes. I would highly recommend this class to students who might be interested in physics. The class is very interesting as you learn about real world applications of physics rather than just an intro physics class where you would just solve a bunch of physics equations.","r"
97552,"Yes! I loved it. I had a slight background in physics (from high school) and I that definitely helped even though it had been like 3 years since then. If youre comfortable with math and science then this course should be a breeze and rather enjoyable. And if not, it should still be doable and enjoyable if you put in the time to attend all the lectures and go to office hours weekly!","r"
97552,"Yes if interested in the material. It was definitely cool to learn about the science behind things we use in everyday life, but this course requires significant time, effort, and engagement in order to succeed. So, if you are not invested in learning about the topics covered, it is probably not the best use of your time.","r"
97552,"No, its way too hard for what its worth and assumes background knowledge","dr"
97552,"Yes great course","r"
97552,"Yes, it is an intriguing course intermingled with fun physics.","r"
97552,"Yes, if you're looking for an easy science class and have some sort of physics background. If you hate math, physics, and numbers, this probably isn't the class for you. If you took AP Physics C (especially E&M) in high school, this will be pretty straightforward.","r"
97552,"This course served my purpose well, which was to get a science or QR credit without too much hassle. It's not the guttiest gut, but it's manageable and its' interesting because it's relevant to tech we use in daily life.","neu"
97553,"recommend over MATH 120, but only if you have prof puri","neu"
97553,"Yes, especially for non-math majors who need multivariable calculus to satisfy prerequisites. It is a much easier option than Math 120.","r"
97553,"Honestly, no. Professor Puri is a wonderful person, but the class is not well taught. Hard to follow along, confusing, etc. I don't blame her because she's brand new to teaching, but honestly could've been a lot better. Grading was very lax if you paid attention though.","dr"
97553,"I would recommend this class to students who have to take multivariable or are interested in the topic. I think that this course highlights the applications of multivariable calculus in a way that MATH 120 may not.","r"
97553,"I absolutely would. This a great alternative to MATH 120; the concepts were reasonable and understandable and the instruction was very well done as well","r"
97553,"I think I appreciated how this course was more application based rather than theory based which was helpful for me because math isn't one of my strong suits. That being said, I think taking Math 120 or some other equivalent might have helped me develop a stronger understanding of the material.","neu"
97553,"Yes. Take this course instead of Math 120","r"
97553,"I would for an engineering or math major, if not, then probably not.","neu"
97553,"Yes, I would.","r"
97553,"Yes, the Professor is good and the material is very important","r"
97553,"Yes it is very interesting","r"
97553,"Yes, this class was good at giving me the skills in multivariable calculus without unnecessary stress.","r"
97553,"Yes its a great way to learn multi in a more applicable way than mat 120","r"
97553,"if you need to take multivariable for your major, i would take this over math 120.","neu"
97553,"I would recommend it for someone that has to take it for their major, but dont come into it wanting to learn more math.","r"
97553,"yes if it is required and if it is with shruti puri","r"
97553,"It can definitely be an interesting course, but it all depends on the professor","neu"
97554,"Yes if you want to learn this content, this class is for you.","r"
97554,"This course focuses on straightforward content; however, Professor Sohrab's Psets do not translate to the type of questions he presents on the exams. PSets are very mechanical and long and sometimes contain applications-based/theoretical questions. Questions on exams can require an in-depth conceptual understanding of the content that is not presented in lecture or on PSets. I would only take if it is required for your major.","neu"
97554,"Yes if you take it on a credit D fail basis. I enjoyed taking this class and learned a lot from it. The exams and grading curve is very difficult and thus if possible I'd say it is a fun way to learn about differential equations and is taught phenomenally, but the grading is incredibly difficult with exams and having a small error at the start of a problem getting all subsequent parts wrong so take on a credit D fail basis to enjoy it more.","r"
97554,"No. Do not take with this professor","dr"
97554,"I would recommend other students to make sure the professor that is teaching this course is the right one for them. This class is fairly difficult, and becomes more difficult without the right professor. It's probably a major requirement, but don't make the same mistake I did and take it as soon as possible but rather wait for a better professor to come around.","neu"
97554,"No. Not with this professor. You will just end up learning from the book, which makes actually taking the course a waste of time.","dr"
97554,"Yes, if Sohrab is teaching it.","r"
97554,"I would simply take it if you have to for your major.","neu"
97554,"Challenging course, unless you have serious time to devote to doing lots of extra study outside of class and the psets do not expect to get a very good grade. The workload and difficulty definitely ramps up towards the end of the course","dr"
97554,"Absolutely not. The only people that should take this course are engineering majors that absolutely have to. It was not a good math class as it was too fast and didn't walk us through all of the logic. Most math classes don't teach both partial and ordinary differential equations in the same semester. It also was't a good engineering class because most of the problems, with only a few exceptions, weren't applicable to anything real and is something I will probably never use as an engineer. Some of the problems were relevant, and they were the coolest part of the class. All of the proofs and random unbased equations I could've gone without.","dr"
97554,"not unless you have to take it, this class is hard","dr"
97554,"Dont take it for din, but if you need it, its not bad its just difficult.","neu"
97554,"No, please do not take this course unless it is required by your major.","dr"
97554,"Probably not unless major requirement but I would recommend the professor","dr"
97554,"Yes if it is required for their major.","r"
97554,"Yes! If you are interested in science or engineering, this is absolutely relevant to your field of study! It was really interesting for me to see equations I had seen in other classes and had blindly the solutions for, and actually learn how to solve them.","r"
97554,"yes to anyone who needs it. I'm not sure why you would take DiffEQ otherwise but if you do, I definitely recommend taking it with Sohrab!","r"
97554,"No but unfortunately it is a pre rec for the engineering major.","dr"
97554,"Only if you need it. I think its incredibly useful though. Ive already seen applications of what Ive learned here in many of my other classes.","neu"
97554,"If you have to take it take it. If you dont have to take it and youve never seen differential equations before and have a huge course load, just make sure you take it with a different professor.","neu"
97554,"Absolutely not. If your here you probably have to take it. If so dont make the mistake I made. Try to find the best Professor you cant take it with definelty not with sohrab. You will learn nothing in class be stressed and just have a really negative experience with a very beautiful and important topic.","dr"
97554,"Only as a requirement - it's a lot of work.","neu"
97554,"If you do not need to take this course for your major then please do yourself one of the biggest favors of your college career and do not take this class. Unless you have an innate passion for solving differential equations, this class will suck the joy out of your semester while also doing significant damage to your GPA. There's nothing too exciting about the course that I would think somebody should use one of their ""spare"" credits on this. It's just a lot of long and tedious algebra on the problem sets combined with the most horrific exams you will ever take in your life.","dr"
97554,"Yes, if taught by Sohrab. It's an essential course for physics and engineering, and well-taught in my experience.","r"
97554,"Only take this course if you have to or if you know that you have a really strong interest in applied differential equations, it is a hard enough course that it shouldn't simply be shopped for a QR credit. If you have to take it though, it's hard but taught well and organized enough where it will be fine.","neu"
97554,"You likely are taking it as a requirement for your major if youre engineering. The best advice I can give is to always follow up on lectures with the textbook so that you can keep on top of the material. And make sure to start the PSets as early as possible because some can get very long.","neu"
97554,"I would not reccomend this course to another student. It demands an extemely high level of work in order to be adequately prepared for the exams which for some reason always tend to have questions that are much more difficult than the problem set questions. You are expected to know the material so thoroughly that you can adapt and basically learn new things during the exam period when presented with a question that you've never seen before. One could say that is ideally the goal of any course, however, the amount of material covered makes it nearly impossible to learn everything to this extent especially if you have other time committments which most of us do. Lectures are difficult to follow, your time is better spent going more slowly though the slides and reading the textbook. Extra help is hard to come by, there is only one study hall a week with one TF present, the peer tutors often cancel their hours, and other office hours are inconveniently timed. Unfortunately, this class is required for many like myself and they don't have the option not to take it.","dr"
97554,"Its required for most people who take it, but also yes. It has the capacity to be interesting and is very important for further math courses. I just didn't have the best time myself.","r"
97554,"No, but this is still one of the better taught versions of the course out there. Sohrab is very smart and knows his way around the material, but his psets and exams are a genuine intellectual challenge and getting an A is not possible unless youve studied differential equations before. Be warned!","dr"
97554,"Yes if you want a solid understanding of diff eqs broadly, and their applications. Appreciated the connections made to mechanical and electrical systems. Does not really go into theory/very fast-paced so if interested in pure math, take the math one. If you do not need diff-eqs for your major/already a full semester, maybe rethink taking it, because it is high difficulty, high workload","r"
97554,"Do not take this course unless you have to, and based on what I've heard, you should try to take it with Prof. Bennett if you can. I really wish I listened to that advice when I got it.","dr"
97554,"Yes I think this course is a really good course for learning an introduction to differential equations.","r"
97571,"If you want a basic art history course and an excuse to handle objects from the YUAG, yes. But if you're someone who will easily start blowing off lectures once they get a little boring, you might not get much out of it past the midterm","neu"
97571,"Yes, if theyre looking for a general survey of decorative arts.","r"
97571,"Yes, especially if you are into arts and crafts.","r"
97571,"I would highly recommend this course to other students. The best way to describe this course would be fun. Few will every have the opportunity to touch objects from a museum while having enough information to properly analyze them.","r"
97571,"Yes, definitely! This course changed how I see the world. I never realized how surrounded we are by objects, and this course made me see these objects in a whole new light. Now, when I see a chair in my dorm or a dining hall mug, I can't help but think of the materials and process that went into making those things. This is such a cool class, and it's a truly one-of-a-kind opportunity to be able to take it. I'm a senior, and this was one of my favorite classes in my entire Yale experience. So yes, definitely take this class!!","r"
97571,"Yes!","r"
97571,"Yes, if you are interested in decorative objects or art history specifically about ceramics, textiles, metal work or wood work. Otherwise, the material may seem boring or dense.","neu"
97571,"If you're looking for an intro art history credit (or are hoping to get a taste for the major), look elsewhere! It's fine, but I regret using one of my precious few slots for classes on this course. More engaging and applicable courses elsewhere.","dr"
97571,"I think it was very interesting and I learned information I never would have learned otherwise.","r"
97571,"I would recommend this course to someone looking for a solid Art History intro course. That said, the content is pretty different from other HSAR courses at Yale, and I would make sure you are at least semi-interested in learning about the kinds of objects discussed in the course (textiles, furniture, ceramics, etc).","r"
97571,"Definitely! The lectures felt a bit dry for my taste, especially towards the end of the semester, but the heart of this course is really the sections. Section gives you the opportunity to physically handle the objects that you're studying in lecture, which not many other art history courses let you do. This hands-on component is truly unparalleled, and also gives you the opportunity to explore the YUAG which is in and of itself a hallmark of Yale that everyone should explore.","r"
97571,"Yes absolutely! I had never taken an art history class before and this course was an incredible introduction to their distinct style and workload.","r"
97571,"Yes! This course was incredibly interesting and Professor Cooke was very engaging. All of the lectures were easy to follow and Professor Cooke explained things in a clear way. Section really built on the material from lecture and helped to cement the concepts and materials from lecture.","r"
97571,"Yes, there are many unique opportunities explored in this course involving the Yale Art Gallery","r"
97571,"YES, such a fun and amazing class. Lecture can be a bit dry a times however. Make sure you take this with Soffia if you can!","r"
97571,"Yes! Very unique class that is chill and engaging.","r"
97571,"Yes, Professor Cooke and his teaching team are top-notch. This was a really, really fun class that I loved and looked forward to. It was a refreshing change of pace from pure visual analysis.","r"
97571,"Yes I defiantly would recommend this class, well taught and very interesting!","r"
97571,"I would definitely recommend this course to other students especially for the lecturing by Professor Cooke","r"
97571,"Yes!!! Primarily for the chance to experience section in the YUAG object study room!","r"
97571,"Yes!! This has been one of my favorite courses :) if you are at all interested in art or museum-going you HAVE to take this course. The best part is being able to hold and examine the objects that you usually see behind glass or on display at the YUAG in order to learn about them.","r"
97571,"Absolutely! This is a great course with very little work outside of class. Despite this, it is incredibly rewarding and just paying attention in class will teach you a lot about art and material culture.","r"
97571,"Its not my favorite intro HSAR class but its often the only one consistently offered professor Cooke is very very invested in the subject matter so take it if a passionate professor matters, but be prepared to go in depth with tons of objects","neu"
97571,"I'd highly recommend this course. It was really high bang for your buck; the assignments were few and super manageable, and the content was so enriching. It just made me look at the world around me differently and see objects for all parts of their history -- as things that are manufactured in certain social and cultural contexts and which take on various meanings throughout their lifetimes. Going to discussion section in the YUAG and actually handling really objects was an incredible experience and made the lecture content all the more meaningful. And I really enjoyed the label-writing assignments because it was a fun way to try to condense the themes I was learning into a very concise format. Also, Professor Cooke is just wonderful. He's so kind and willing to engage with students and answer questions both after class and in his office hours. He's a professor well worth taking a class with and just good to know in general.","r"
97571,"If you are even slightly interested in decorative art, history, or cultural interchange, I would highly recommend this course. It takes content that could easily be dry and organizes it in a way that clarifies its richer meaning at every step. The lectures, sections, and assignments are all hands-on and experience-based rather than being entirely rooted in theory.","r"
97571,"I would recommend this course to other students because I feel as though I view formal and everyday objects through a different, informed perspective now.","r"
97595,"I would recommend this course to another student if they are looking for an overview of many general topics in the area and for a low workload class. I wouldn't recommend it if students dislike group work, as 60% of the grade is group work.","neu"
97595,"If you need an extremely easy credit/d then yes.","r"
97595,"No - overall just very boring. Did not find lectures engaging.","dr"
97595,"I would not recommend this course! Incredibly boring to sit in lecture, teaching is very confusing, nothing is explained simply and they use unnecessarily difficult vocabulary in lecture and section and expect you to know it. I took this as a gut and i sincerely regret it","dr"
97595,"Yes, if a student is interested in a more relaxed, but still intellectually engaging class, this is a great fit!","r"
97595,"Yes, if you are interested in how the world works based on structural systems!","r"
97595,"It is a good class to fill a distributional requirement, there was not much work at all. I would definitely recommend if someone is looking for a low commitment class.","r"
97595,"Not really","dr"
97595,"I would highly recommend that another student take Globalization Space during a future semester, even for students not studying architecture or global studies. It offers a global perspective on international policy, the flows of capital, and infrastructure development.","r"
97595,"Yes. This class is very abstract and difficult to completely follow, but its also engaging and challenges you to conceive of space organization differently.","r"
97595,"Yes, I think that the course does a good job of exposing one to a variety of different topics from geopolitics and case studies to more abstract theory. While sometimes the lectures can be confusing in how both broad and specific they are, I found the final group project to be a rewarding way of tying together the many ideas put forward in the class.","r"
97595,"Probably not. The class can be worthwhile if you are heavily engaged, but personally I found much of the material confusing and also uninteresting.","dr"
97595,"I would recommend this course to a student who has extra time on their hands/is looking for a 5th class and who is interested in global affairs. Otherwise, no.","neu"
97595,"Absolutely! Keller is very kind and her lectures are definitely meant to be absorbed. It's easy to be skeptical and dismissive of her lecturing, but it's worth trying to appreciate what she is saying and why. I found the lectures and to a lesser extent the reading to be an interesting way of presenting the problems facing the world.","r"
97595,"I feel like it varies what people get out of it. Personally, I found it relatively interesting. A group project is a large component of the work required for the course which some people enjoy.","neu"
97595,"Yes, but I would let them know you only get as much out of it as you give. If you truly do the reading and engage in meaningful conversation with your team and TF you will gain so much and the class will genuinely change your perspective about the forms and systems that surround us no matter where you are. I loved talking with my TF and built a genuine relationship with them, them alone made this class worth it.","r"
97595,"I would recommend this course to another student who enjoys architecture. This is not a gut.","r"
97595,"good class for gut and humanities credit","r"
97595,"Yes 100%","r"
97595,"I would not reccomend this course to another student. It was frustratingly ambigious. The lecture topics were unclear, the assignments were unclear, and what the course was trying to teach as a whole was unclear.","dr"
97595,"No. I find it hard to write this because I don't dislike Keller. She is very smart and understands so much about her field. But to be as honest as I can be, you will learn next to nothing in this course. You will not be engaged. You will not want to go to lecture or pay attention when you are there because when Keller opens her mouth she might as well just be saying ""gabagool"" over and over again. You would probably learn more from ""gabagool"" to be honest. This course needs some serious reframing and restructuring to accomplish anything as a vessel for education because right now, it isn't.","dr"
97595,"Not unless you have to take it. The readings are fantastic and the core idea is great, but the lectures are not well designed and are very hard to follow -- there are other classes that will do a better job teaching you to think critically about how power is embedded in infrastructure/geography. Sometimes the assignments (and lectures) felt like an exercise in academic-speak without anything meaningful behind them. Discussion section is fantastic and thought-provoking if you have a good TF, and the group project can be fun.","dr"
97662,"Yes, very exciting, and very well summarised lecture slides.","r"
97662,"It's a fun science credit, but I don't think I totally understood everything by the end which kind of bothered me personally. But for some people this isn't an issue and it's still very interesting to learn about our universe, beyond Earth.","neu"
97662,"Yes this was a great course to gain knowledge in the basics of Astronomy and to see if I wanted to continue Astro.","r"
97662,"I would only recommend this course if you genuinely have an interest in astronomy because the material could get quite dense for potential non-stem majors. If you need to fulfill a science distributional requirement, then this course is manageable if you are prepared to put in the work. Moreover, I would caution against waiting until the last minute to complete the weekly p-sets as they were long and quite difficult. However, going to TF office hours will significantly help you on your homework.","neu"
97662,"Yes if theyre looking for an interesting and challenging QR credit as a humanities person","r"
97662,"Yes! This is a great science credit for non-science majors. This class taught me a LOT but never at the expense of anxiety about grades. This class definitely feels like a QR, so if you're not a fan of calculations-based homework assignments and exams this might not be the science credit for you.","r"
97662,"Yes good science credit and overall easy class","r"
97662,"No. The psets & exams have nothing to do with what is taught in lecture. Professor Kenneys slides and teaching style was confusing, repetitive, and it was never clear what information we actually needed to know. Outside of psets, not really any opportunities to practice the QR skills that take up 50% of the final exam.","dr"
97662,"I would say it was a fine class to take, but I would say be aware that you will have to put in more work than just being active in the lectures since what you are expected to do is not necessarily taught to you through lecture.","neu"
97662,"Yes I thought the material was really interesting but it is very math based if you like that kind of thing","r"
97662,"No its not well-taught","dr"
97662,"Yeah its a quasi gut","r"
97662,"Yes, if youre interested in both the theoretical and math/physics aspects of astronomy.","r"
97663,"Yes, it's interesting and the topics covered are fun.","r"
97663,"Anyone with a passing interest in astronomy should definitely take this course.","r"
97663,"Fun science credit, 10 PSets so almost every week even when it didn't feel exactly necessary.","r"
97663,"Absolutely. This class is incredibly interesting and genuinely changed my perspective on our role in the universe. Wouldn't call it a gut but it's not difficult to succeed in the course with help from TFs and a bit of studying. Great way to fulfill your science credit, also doesn't involve very much math. Take it with Faison if you get the chance.","r"
97663,"Not really -- it's not a gut science class like it's advertised as. The professor goes on random rambles all the time, and you never learn anything much in lectures, you'd be better off watching youtube videos or reading textbooks online. The professor is very bad at keeping up with grades - so don't take this course if you're anxious about grades/need to know your grades","dr"
97663,"I would recommend this course to another student. I only took this course to satisfy my second science requirement (after Meg Urry's course Expanding Ideas of Time and Space), and by the end of it I was questioning whether or not I should continue pursuing astronomy. Although I would warn others of the mental strain of taking four-question exams, I really loved being in this introductory class and I think it has great potential of bringing people into astronomy and related majors.","r"
97663,"I would 100% recommend this course to anyone, regardless of their major or whether they need more science credit or not, just take the class. The material is very engaging and interesting. We did a very cool project where we transmitted a message towards a star to search for extraterrestrial intelligence. Honestly, this is one of the most interesting class I have taken at Yale so far.","r"
97663,"not a science gut","dr"
97663,"I'd vaguely recommend this course. It's... okay, not exactly memorable, but also if you're looking for a very broad introduction to exoplanets, blackholes, and SETI, it's pretty good.","neu"
97663,"Yes I would.","r"
97663,"Absolutely! One of my favorites and arguably the least stressful class I took this semester. Enjoyed engaging with the material so much. Really glad I took this course.","r"
97663,"Yes. It is a great introduction to the development of life on Earth and the possibility of life elsewhere. It is also a ""taste"" of physics for the non-STEM majors who are a little curious!","r"
97663,"Yes! If you can handle the frustration of long problem sets, I think the content is worth knowing. It's interesting, and while I did complete this class for the distributional, I was pleasantly surprised by my interest in the topic.","r"
97663,"I would if they're interested in it, but I would want to warn them about how much of the learning is self-driven and researched online as opposed to in class.","r"
97663,"Absolutely not. The professor gave brash responses when students had questions and did not know how to teach a lecture full of generally non-stem students.","dr"
97663,"No. I would tell another student that the content could be quite interesting at times, but the workload and time commitment of the problems sets were a huge burden every week and were barely ever content actually covered in lecture, almost always independent research questions. If we did not research certain aspects in our response, we would get points off for not being specific.  I would only recommend this course to a student who is not already taking on a big workload and who has a background in science and would enjoy learning about the topic of the class. If they have the time and willingness to put in the effort, they will enjoy the class, but most people I knew in the class were not expecting this level of work and had a negative experience.","dr"
97663,"Yes! Its intriguing and manageable.","r"
97663,"Yes!","r"
97663,"Yes easy class overall and good science credit","r"
97663,"I would recommend for anyone who wants an intro about astronomy and the search for life outside of earth.","r"
97663,"Even though it was my fourth class of the day, I never had any issue with focusing, and really enjoyed every minute of it. Even if you are not interested in astronomy, no one can deny how amazing some of the visuals presented during lecture can be. There is a great mix of facts, math, theorizing, and plain fun that make this a course I would recommend to anyone. Also, my experience at the Yale planetarium and observatory was a highlight of the semester, and I definitely plan on visiting again next year.","r"
97663,"No. The course content is interesting, but the same knowledge could be gained simply by reading the assigned textbook independently.","dr"
97663,"It is an easy science credit despite the number of problem sets that you will need to do in this class. Still, the class was interesting, and I learned a lot about extraterrestrial life in the universe.","r"
97663,"YES!! Really amazing course for science or non-science majors alike.","r"
97663,"Maybe not, it is not really a science gut, and it is hard to keep up with because of how it is organised","dr"
97663,"Not really. If you're interested in astronomy, learn some physics and take a real introductory astronomy course. If you're interested in extraterrestrial life, you can lear about the same content by briefly scrolling through the internet. This course sounded really good in theory and the astronomy portion of it was well-taught, but all of the other content was covered in such a simplistic manner that it really isn't worth your time. I think the interdisciplinary nature of the class is very cool and the reading list is good, but the execution was pretty poor. The p-sets are long enough and test questions random enough that it doesn't end up being much of a gut. So not a gut and not very interesting unfortunately.","dr"
97663,"I'd recommend this course only to someone who's desperate for a science credit and interested in the subject matter. It was poorly taught and organized and I've taken better intro astro classes for non-majors at Yale. But as I said, the subject matter was interesting, and out of the field of options I had for science credits this semester I still think it was the best choice for me. The drawbacks weren't so bad that they ruined the class, it was just annoying at times. I'd just recommend forming a group to work on psets together and study for exams.","dr"
97663,"Overall yes. Its not an easy science gut, you definitely have to put a lot of effort into the piece sets. But overall a good and really interesting course thats worth it if youre willing to put in the effort.","r"
97663,"Yes! A great way to earn a Science credit and an interesting topic to learn about, no matter how much you already knew about astronomy.","r"
97663,"Professor Faison is a good lecturer, and the class is very thought-provoking even if I found some of the math on the p-sets a bit of a drag. Not to feat, though, math is only a small portion of the course, and it's very interesting if science-fiction and the extraterrestrial is something you're intrigued by.","r"
97663,"Yes I would recommend it if you need a QR or science credit and don't want to work ridiculously hard. I wouldn't consider this course a gut but it is definitely easier than many intensive stem courses at Yale.","r"
97663,"Absolutely. It was so fun","r"
97663,"Sure, if youre interested.","r"
97663,"Yes very much so. It is very interesting and having an understanding of SETI and space is something everyone should have.","r"
97663,"Yes if you take it with a group of friends and work on the psets together.","r"
97663,"I would since it is a good class to take for a science requirement.","r"
97663,"I really admire the enthusiasm Michael puts into his class, but one thing I think really needs to be improved on is on-time feedback for students, and accurate reflection of grades on canvas. sometimes I would receive the grades on Gradescope, but they are not reflected accurately on canvas (which is due to the grading policy, but still I would wish for a quicker turnover to canvas). Otherwise I would totally recommend this class, learning about potential extraterrestrial life is incredible, especially sending the message in the end of the semester is really exciting. hopefully we can get a reply!","r"
97663,"It depends. I was looking for a science credit as a non-science person, and for that purpose, this class was a good fit.","neu"
97663,"Yes","r"
97663,"Absolutely 1000% yes. I highly recommend this course to all. In addition to being an amazing science credit, this course is particularly useful to humanities majors, especially those in writing intensive majors as many of the topics that are covered in this course have inspired great writers such as Isaac Asimov, H.G. Wells, Edgar Rice Burroughs, Ray Bradbury, and Kim Stanley Robinson. This class is applicable to all majors, and the topics are sure to inspire anyone. They certainly have inspired me. The class itself is a low threat environment, meaning psets and tests are more than reasonable, manageable, and inclusive (you don't need to be a STEM major to excel here). Additionally, towards the end of the course Doctor Faison takes the class to the observatory for a planetarium show and an observing session, which is an incredible experience and sure to be a major highlight of your semester if you take this course!! I also strongly recommend to students Doctor Faison's other classes, such as ASTR 110 and 120, which are great compliments to this class.","r"
97663,"Not really it was disorganized which made it stressful to try to keep up. Also the grading policy seemed almost random so not knowing where you stand is also stressful.","dr"
97663,"I would recommend this course to other Humanities majors looking for a science credit, but beware that the level of explanation on the work is somewhat arbitrary and much of the content we are assessed on is not actually discussed in class nor is it explained in the readings. To complete the P-sets, you must do individual research. The same problem arose to a lesser extent on the exams, but these could be answered with deductive reasoning and logic rather than specific content discussed in lecture.","r"
97663,"I wouldnt. I enjoyed learning, but the workload was something that took me away from my other classes. I mean to say that for something I only cared about tangentially, the work took me away from my subjects too much.","dr"
97663,"If you're looking for a science credit without too much math, this could work for you (nothing too complicated, only basic algebra and trig). Psets can be tedious but are doable.","neu"
97670,"This is a good introductory course to MATLAB and its applications in cell simulation.","r"
97670,"only if its a requirement","neu"
97670,"For the BME major, this is a required course. I would recommend it, but with the caveat that this course, if not changed in any way, will be very boring (almost unbearably so) for the first half of term, and then much more rigorous and enjoyable in the second half. If a student wants a more rigorous introduction to programming in general, I would not recommend this course, as it has a very niche focus (fascinating, but niche nonetheless).","r"
97670,"This class is not the easiest I have taken but it was extremely necessary and helpful for the greater scope of biomedical engineering.","neu"
97670,"Yes. If you are a biomedical engineering student, this class integrates biology, mathematics, and computer science in a really applicable and interesting way.","r"
97670,"This is a BME requirement. I also highly recommend this course for people new to coding who are interested in applying computational skills to biology and want a light introduction.","r"
97670,"If they are a biomedical engineering student, then yes.","r"
97670,"Yes for basics in matlab and an easily and applicable intro programming class.","r"
97670,"Yes if they are a BME major or want to learn matlab.","r"
97670,"Not unless it's a major requirement","dr"
97670,"Great for engineering students and math/S&DS majors. Development of coding skills alongside modeling and statistical interpretations is useful and applicable to areas outside the course, especially if you are conducting research or taking other learning labs (e.g. physics labs, BME labs)","r"
97670,"If a student is planning to use MATLAB for biological modeling in the future, and has no experience with MATLAB, I would very much recommend it, because the course starts with the fundamentals of how MATLAB stores data, etc. I would say that it's probably best if you go into this class with some previous programming knowledge, as some of the more universal aspects of programming (for example, being able to easily understand conditional statements or logic trees, matching indices, etc.) are not addressed in enormous detail.","r"
97670,"Not really, but you dont have a choice if youre a BME major. This class was not as hard as Physio but it is very poorly taught. I struggled to pay attention in class and it didnt seem like either the Professor or TFs cared if we were struggling with the material. While its not as hard as CS50, if you dont have a background in programming you start out at a significant disadvantage. The exams are not too hard but theyre very harshly graded so always pay attention to detail when studying code. Although I gained a solid introduction to the basics of MATLAB, I dont feel qualified to write code for a research project involving real life data.","dr"
97670,"Yes","r"
97670,"I would, but only if its a major requirement. I think another computing course, like a CS class would be more fun and engaging for those genuinely interested in coding. The PSETs also take a long time each week and it is necessary to complete them with others as it is difficult to complete on ones own.","r"
97670,"No, although it is a requirement for the major","dr"
97673,"No. Only if you have to take it for BME. So difficult and time consuming","dr"
97673,"I would not rec based off of difficulty.","dr"
97673,"not if you don't have to.","dr"
97673,"Yes, BME requirement but KMJ is a good professor and the content is interesting and engaging","r"
97673,"If you want to learn about kinetics, this is an (albeit-intense) course I could recommend.","r"
97673,"I would recommend this course to another student because the content is very interesting and the course is taught in an engaging manner.","r"
97673,"I would not recommend this course to anyone who doesn't have to take it. It is too difficult to justify taking without it being a requirement. If someone wants to learn the material for their own sake, I would recommend auditing or taking it for a credit instead of a grade.","dr"
97673,"I would not recommend this class unless it is a requirement. The material is dense and complicated and uninteresting if you do not like learning about diffusion.","dr"
97673,"It was a good course but unless your a BME major the work is not worth it","neu"
97673,"This is a requirement for BME majors. I would also recommend this course to chemical engineering, biology, or biochemistry majors who are interested in gaining a broad background in biological transport phenomenon.","r"
97673,"You should only take this if you are BME. If you are another engineering major, this class is definitely more biologically oriented than other engineering classes. Would highly recommend taking this after MENG 361.","r"
97676,"Only take this course if you absolutely have to. It is very difficult and a lot of PSETs and not as engaging as I would have hoped","dr"
97676,"Yes, Staib and Duncan are great professors and the course is well organized and engaging.","r"
97676,"There are better classes to gain understanding of the same topics.","dr"
97676,"This course is well-structured and gives the impression of a course that wishes to teach the subject matter rather than a class that is trying to shove the information in.","r"
97676,"Only if you need it for BME","neu"
97676,"I would recommend this course to people who want an introduction to signals and its relation to the medical field. It doesnt take a small amount of work to succeed, but it is worth it to understand the topic.","r"
97676,"I would recommend this course to another student because the knowledge gained in the course is applicable to many different areas of medicine and the course maintains a good balance between mathematical and science concepts.","r"
